customer_id,orders_last_3_months,avg_order_value,discount_usage,days_since_last_order,customer_tenure,membership_tier,complaints_filed,email_open_rate,churn,predicted_churn_probability
CUST026308,3,37.38,,19,13,Silver,0,0.781,1,0.34233910359909936
CUST026309,3,20.47,5.0,57,5,Bronze,1,0.758,0,0.86133624276693
CUST026310,7,15.29,4.0,19,12,Silver,0,0.641,0,0.06542692789344307
CUST026311,7,22.56,3.0,26,27,Bronze,0,0.693,0,0.09607365573095919
CUST026312,4,17.54,4.0,18,18,Bronze,0,0.79,0,0.22487625938554026
CUST026313,6,32.93,6.0,32,1,Bronze,1,0.708,0,0.26116535545134717
CUST026314,3,37.4,3.0,76,50,Bronze,0,0.619,0,0.618880815743793
CUST026315,9,26.13,,70,26,Silver,0,0.8,0,0.2390988260285974
CUST026316,10,25.7,3.0,52,23,Silver,0,0.789,0,0.08798356200771225
CUST026317,6,33.94,2.0,25,15,Gold,1,0.782,0,0.03371831224214852
CUST026318,3,26.22,4.0,44,50,Bronze,0,0.443,1,0.6378603112315491
CUST026319,3,21.38,6.0,64,52,Bronze,0,0.751,0,0.8062691534278194
CUST026320,4,24.77,4.0,25,43,Bronze,1,0.755,0,0.27148607176869827
CUST026321,5,30.65,0.0,44,57,Platinum,0,,0,0.05017829456041304
CUST026322,7,17.86,3.0,73,40,Bronze,0,0.681,0,0.2761532159053959
CUST026323,6,29.39,7.0,35,13,Bronze,0,0.981,0,0.4443466840917888
CUST026324,3,23.75,5.0,72,27,Bronze,0,0.581,0,0.901861505844413
CUST026325,6,33.14,1.0,41,9,Gold,0,0.787,0,0.08772987735541789
CUST026326,5,17.51,5.0,45,46,Bronze,1,0.975,1,0.3426657347716883
CUST026327,10,8.95,6.0,66,1,Bronze,1,0.935,1,0.6504431418417709
CUST026328,7,22.87,5.0,36,3,Silver,0,0.818,0,0.1865171538892123
CUST026329,8,14.98,2.0,15,50,Silver,1,1.0,0,0.036654764562149736
CUST026330,4,20.94,5.0,10,45,Silver,1,0.7,0,0.11926736830838716
CUST026331,5,39.7,1.0,59,16,Platinum,0,0.805,0,0.10746002259449464
CUST026332,8,35.98,3.0,59,46,Gold,0,0.76,0,0.1409815171358972
CUST026333,5,37.67,4.0,50,55,Silver,0,0.572,0,0.3604630572762109
CUST026334,8,25.85,3.0,33,60,Gold,2,0.767,0,0.06298388135305229
CUST026335,6,34.51,3.0,28,23,Gold,1,0.783,0,0.040054322974548306
CUST026336,5,39.82,5.0,40,32,Bronze,2,1.0,0,0.23161398341362163
CUST026337,4,33.49,3.0,51,18,Gold,0,0.675,0,0.3413475447438582
CUST026338,13,32.05,4.0,38,41,Silver,0,1.0,0,0.04543080074762887
CUST026339,5,29.22,4.0,18,41,Silver,0,0.839,0,0.0906338580882419
CUST026340,9,19.67,5.0,26,7,Silver,0,0.834,0,0.04550082457816332
CUST026341,4,35.09,4.0,14,15,Gold,1,0.815,0,0.05030320564634464
CUST026342,7,11.37,3.0,61,17,Gold,1,0.769,0,0.23648975839217487
CUST026343,4,22.73,9.0,70,12,Bronze,1,0.857,1,0.9209397980259583
CUST026344,6,32.4,2.0,31,6,Silver,1,0.545,0,0.09275630723007472
CUST026345,8,26.21,4.0,57,25,Silver,1,0.757,0,0.44615646328310854
CUST026346,6,34.29,1.0,19,14,Gold,0,0.844,0,0.028324121013602085
CUST026347,6,22.54,5.0,15,39,Bronze,0,0.765,0,0.06147756119452807
CUST026348,8,32.69,5.0,23,12,Bronze,1,0.77,0,0.11888935418893806
CUST026349,6,21.81,8.0,33,10,Bronze,1,0.922,0,0.456303601814247
CUST026350,4,8.0,4.0,40,41,Bronze,1,0.925,0,0.29482211238274003
CUST026351,5,17.11,5.0,72,39,Bronze,1,0.569,1,0.8833387868825884
CUST026352,9,23.88,5.0,23,49,Bronze,0,0.918,0,0.040386985179238055
CUST026353,4,30.03,5.0,78,54,Bronze,1,0.469,1,0.8823541366699706
CUST026354,7,15.71,3.0,32,43,Gold,0,0.612,0,0.018777975576177202
CUST026355,3,23.23,5.0,70,6,Bronze,2,0.32,1,0.9361002513069603
CUST026356,2,18.65,4.0,33,22,Bronze,0,0.244,1,0.5936742164955322
CUST026357,6,28.78,1.0,17,21,Gold,1,0.858,0,0.027598381518134575
CUST026358,2,20.11,5.0,64,9,Bronze,0,0.78,1,0.8860396051647187
CUST026359,4,22.96,4.0,12,19,Silver,0,0.939,0,0.1828452035276278
CUST026360,6,36.09,,21,51,Gold,0,0.647,0,0.015469701048494962
CUST026361,3,31.44,3.0,11,32,Bronze,0,0.486,1,0.3890660828421822
CUST026362,4,20.58,3.0,22,15,Silver,0,0.576,0,0.19801702943309796
CUST026363,3,34.3,7.0,35,13,Bronze,1,0.731,1,0.8165908934265875
CUST026364,3,15.76,6.0,32,6,Bronze,1,0.625,1,0.8002491872241494
CUST026365,4,21.83,3.0,10,21,Silver,1,0.744,0,0.1522325901822666
CUST026366,8,9.38,6.0,68,22,Bronze,0,0.667,1,0.7631416471212535
CUST026367,3,30.25,5.0,35,38,Silver,0,0.825,0,0.30147356248412005
CUST026368,10,22.24,5.0,4,61,Silver,0,0.839,0,0.024235445667008932
CUST026369,4,31.4,4.0,18,8,Bronze,0,0.726,0,0.295418005390775
CUST026370,2,14.65,8.0,74,33,Bronze,0,0.628,1,0.9449515178442093
CUST026371,5,34.63,3.0,27,34,Silver,0,0.805,0,0.07710249748609571
CUST026372,2,8.0,5.0,19,1,Bronze,1,0.529,1,0.59932708467653
CUST026373,7,27.16,,66,7,Silver,1,0.87,1,0.536400933508426
CUST026374,7,45.91,2.0,21,29,Gold,0,0.96,0,0.009303587783265635
CUST026375,7,44.51,5.0,70,34,Gold,0,0.911,0,0.22444638559560373
CUST026376,6,35.91,6.0,47,50,Bronze,1,0.673,0,0.3963483535595645
CUST026377,2,22.56,5.0,34,1,Bronze,2,0.544,1,0.7761158420986738
CUST026378,9,22.51,3.0,69,6,Silver,0,,0,0.24620682301075925
CUST026379,3,21.67,5.0,22,24,Silver,1,0.695,0,0.4663176610838794
CUST026380,7,35.94,3.0,32,16,Platinum,0,0.334,0,0.05490066911482486
CUST026381,7,48.26,7.0,46,30,Silver,1,0.994,0,0.20349940916958045
CUST026382,7,35.87,7.0,38,53,Bronze,0,0.919,0,0.2237535267063231
CUST026383,3,23.14,8.0,53,47,Bronze,0,,1,0.8000613021509427
CUST026384,3,30.68,5.0,36,51,Gold,0,0.779,0,0.24272483539000564
CUST026385,9,16.78,4.0,47,34,Silver,0,0.475,0,0.1184850014203324
CUST026386,13,20.24,1.0,11,54,Gold,0,0.773,0,0.02713316857898308
CUST026387,7,34.22,5.0,61,42,Silver,0,0.891,0,0.24682705793644175
CUST026388,14,31.55,1.0,19,67,Platinum,0,0.88,0,0.03501389645228218
CUST026389,4,33.69,6.0,25,20,Silver,0,0.793,1,0.5089626974569116
CUST026390,8,33.15,1.0,0,39,Gold,0,0.726,0,0.016249856288687924
CUST026391,5,29.47,2.0,54,48,Gold,0,0.65,0,0.048658891324559715
CUST026392,5,31.69,,8,25,Gold,0,0.981,0,0.02120531895467181
CUST026393,7,43.26,6.0,70,20,Gold,0,0.324,1,0.5653002959010295
CUST026394,6,35.47,5.0,73,57,Silver,0,0.827,0,0.3604222575792646
CUST026395,6,31.63,4.0,26,8,Silver,0,0.521,0,0.0692461086619155
CUST026396,5,34.11,4.0,16,40,Silver,0,0.89,0,0.0568409632037633
CUST026397,11,43.78,3.0,58,36,Gold,1,0.873,0,0.029999809636587323
CUST026398,9,40.09,4.0,33,21,Gold,1,0.904,0,0.019088432216170643
CUST026399,7,52.64,2.0,24,9,Gold,0,0.639,0,0.014814800657020285
CUST026400,1,8.0,5.0,28,46,Bronze,1,0.769,1,0.5332209054392801
CUST026401,10,32.98,3.0,57,14,Gold,1,0.863,0,0.061800830926386933
CUST026402,4,33.32,,15,21,Gold,1,0.631,0,0.05261163546839741
CUST026403,4,24.91,2.0,25,25,Silver,1,0.826,0,0.1117100079982949
CUST026404,4,21.42,5.0,45,18,Silver,0,0.899,1,0.5961728601720262
CUST026405,4,27.15,1.0,37,44,Gold,0,0.705,0,0.06001634932195492
CUST026406,9,34.18,1.0,14,19,Gold,0,0.631,0,0.019432630361806005
CUST026407,3,38.1,5.0,24,23,Silver,0,0.574,0,0.3910454885351797
CUST026408,8,37.77,3.0,74,45,Silver,1,0.766,1,0.414158957842545
CUST026409,8,24.18,2.0,23,23,Silver,0,0.728,0,0.027581560466880064
CUST026410,2,26.59,7.0,49,19,Silver,0,0.735,0,0.8479053472065552
CUST026411,9,37.34,5.0,9,9,Bronze,0,0.93,0,0.031479265568617555
CUST026412,5,18.6,7.0,44,34,Bronze,1,0.849,1,0.6213944535543088
CUST026413,5,8.04,2.0,26,51,Gold,0,0.988,0,0.04317086278671934
CUST026414,7,9.72,1.0,52,48,Gold,1,0.758,0,0.05688623774378888
CUST026415,7,27.3,5.0,18,20,Bronze,1,0.661,0,0.18231258556359622
CUST026416,9,30.51,2.0,63,41,Gold,1,0.825,0,0.06241935876971742
CUST026417,10,41.93,6.0,46,24,Silver,2,0.724,0,0.2850479534393127
CUST026418,2,10.45,7.0,6,31,Bronze,0,0.507,0,0.4156894860623108
CUST026419,2,25.32,3.0,59,30,Silver,1,0.78,1,0.6681381325226455
CUST026420,4,32.51,6.0,72,3,Bronze,0,0.749,0,0.9092622796867631
CUST026421,4,34.18,7.0,25,35,Bronze,1,0.83,0,0.5260930991251451
CUST026422,8,39.17,3.0,2,15,Gold,0,0.899,0,0.012513146277956811
CUST026423,4,33.5,,53,49,Silver,0,0.403,1,0.602059142534817
CUST026424,4,33.57,,21,36,Bronze,1,0.978,0,0.13865804507903623
CUST026425,7,25.35,3.0,65,43,Silver,0,0.913,0,0.20357111316388163
CUST026426,4,38.17,4.0,46,37,Silver,1,0.346,0,0.46722192464187823
CUST026427,6,30.4,5.0,17,6,Silver,0,0.666,0,0.10139455619786562
CUST026428,9,20.16,5.0,62,3,Bronze,0,0.681,0,0.37346269631584594
CUST026429,4,25.86,6.0,19,10,Bronze,1,0.721,1,0.6573733242940611
CUST026430,9,29.7,7.0,9,61,Silver,0,0.862,0,0.04562807086116646
CUST026431,2,20.97,3.0,16,49,Silver,0,0.691,0,0.1848432423829853
CUST026432,6,18.29,1.0,24,38,Gold,0,0.664,0,0.02947183069987976
CUST026433,3,21.88,7.0,34,5,Bronze,0,0.828,1,0.7999944165317927
CUST026434,10,13.95,2.0,26,17,Gold,1,0.86,0,0.032222925738651334
CUST026435,6,32.49,3.0,47,60,Platinum,0,0.863,0,0.05264969716442495
CUST026436,5,27.23,3.0,44,37,Bronze,0,0.804,0,0.2601169479767373
CUST026437,2,26.65,7.0,51,3,Bronze,1,0.522,1,0.9356366698113444
CUST026438,6,40.16,,75,32,Silver,0,0.628,0,0.3825841307601887
CUST026439,5,25.94,3.0,32,49,Gold,2,0.864,0,0.11135298661281687
CUST026440,5,15.68,7.0,52,36,Bronze,1,0.975,1,0.6275610136032934
CUST026441,1,35.45,6.0,13,53,Bronze,1,0.807,0,0.3302839012354941
CUST026442,7,39.37,5.0,49,26,Silver,1,1.0,0,0.15156949250209378
CUST026443,7,35.01,3.0,38,11,Gold,0,0.91,0,0.06693123740707989
CUST026444,5,38.59,5.0,33,11,Bronze,0,0.901,0,0.23587195428658636
CUST026445,6,8.0,6.0,77,33,Bronze,0,0.93,0,0.6978429126777828
CUST026446,0,16.93,8.0,78,35,Bronze,1,0.759,1,0.9322297354547145
CUST026447,5,47.57,3.0,9,62,Platinum,0,0.663,0,0.016156875918186306
CUST026448,4,35.55,3.0,62,35,Silver,1,0.761,0,0.5320976916905724
CUST026449,6,40.46,3.0,46,6,Silver,0,0.911,0,0.1749909609226951
CUST026450,9,33.94,4.0,1,19,Gold,1,0.883,0,0.01774249690820219
CUST026451,8,27.65,4.0,28,48,Silver,0,0.855,0,0.028880407768526167
CUST026452,8,38.56,1.0,29,8,Gold,0,0.971,0,0.03678284899921373
CUST026453,1,23.65,7.0,34,6,Bronze,0,,1,0.8373338708961048
CUST026454,3,15.48,4.0,69,27,Bronze,1,0.909,0,0.7551786945665442
CUST026455,6,18.7,6.0,21,50,Bronze,1,0.826,1,0.2566764757480105
CUST026456,11,20.12,6.0,56,1,Bronze,0,0.744,0,0.2924932456796365
CUST026457,10,24.13,3.0,50,38,Gold,1,1.0,0,0.020444252305431294
CUST026458,7,25.76,2.0,46,34,Silver,0,0.973,0,0.0754483467052478
CUST026459,6,24.72,6.0,63,53,Bronze,0,0.589,0,0.6374091228976666
CUST026460,7,30.44,4.0,21,65,Gold,0,0.348,0,0.028061828249059655
CUST026461,6,37.86,5.0,55,17,Silver,0,0.963,0,0.3892841682821423
CUST026462,9,22.95,3.0,24,39,Silver,0,0.9,0,0.0277329022870431
CUST026463,1,30.41,3.0,55,31,Bronze,1,0.375,1,0.7851781219655908
CUST026464,8,42.76,4.0,54,36,Platinum,0,0.696,0,0.0775392967250802
CUST026465,4,20.08,6.0,54,23,Silver,0,0.597,0,0.8480416570774603
CUST026466,10,35.65,0.0,6,64,Gold,0,1.0,0,0.0413652262237712
CUST026467,9,23.65,2.0,31,53,Gold,1,0.893,0,0.03978476886624433
CUST026468,6,24.32,4.0,27,15,Silver,0,0.95,0,0.07704061710230656
CUST026469,5,36.32,4.0,61,56,Bronze,0,0.699,0,0.3454507132900683
CUST026470,10,31.95,3.0,62,59,Silver,0,1.0,0,0.042358660158289096
CUST026471,6,26.47,5.0,70,52,Bronze,0,0.528,1,0.7442380801067596
CUST026472,6,25.37,0.0,0,33,Platinum,0,0.879,0,0.03271360797558844
CUST026473,6,24.7,3.0,51,2,Bronze,1,0.72,1,0.5839521580386083
CUST026474,2,32.29,6.0,59,5,Bronze,0,0.711,1,0.9318639181948964
CUST026475,4,30.12,6.0,41,47,Silver,0,0.622,0,0.47403659644005125
CUST026476,13,25.23,4.0,46,32,Silver,2,1.0,0,0.14214334116538002
CUST026477,4,31.29,5.0,8,55,Silver,0,0.617,0,0.0964769050569332
CUST026478,3,18.77,2.0,49,24,Gold,0,,0,0.1594935959228173
CUST026479,4,35.81,,59,29,Gold,1,0.755,0,0.38299067474368115
CUST026480,4,25.89,2.0,55,34,Gold,0,0.365,0,0.19494218263735805
CUST026481,11,30.58,6.0,52,14,Silver,0,0.67,0,0.1898294038176999
CUST026482,5,30.47,6.0,32,47,Silver,0,0.943,0,0.13303909911353806
CUST026483,7,24.56,1.0,70,7,Gold,0,0.674,0,0.10921705939593619
CUST026484,6,40.51,5.0,79,23,Bronze,0,0.903,0,0.4858986677115117
CUST026485,5,30.66,,65,20,Bronze,0,0.65,1,0.6849171922299853
CUST026486,5,18.28,7.0,43,48,Bronze,0,0.577,1,0.659735879296974
CUST026487,9,23.42,4.0,34,55,Silver,0,0.907,0,0.026997931721529995
CUST026488,5,20.23,5.0,16,31,Silver,0,0.622,0,0.14927847963507881
CUST026489,2,30.26,4.0,32,31,Bronze,1,0.901,1,0.4833252330935363
CUST026490,5,27.26,6.0,67,20,Bronze,0,0.792,1,0.8341172491213998
CUST026491,8,27.8,4.0,42,38,Bronze,0,,0,0.12772979586742686
CUST026492,7,42.38,5.0,51,60,Silver,0,0.713,0,0.19939193031097746
CUST026493,10,15.71,3.0,42,46,Bronze,0,,0,0.06606964173206357
CUST026494,6,31.67,2.0,37,15,Gold,0,0.661,0,0.07390808128545617
CUST026495,6,41.76,2.0,11,38,Platinum,2,0.393,0,0.019211601091804344
CUST026496,7,18.98,5.0,35,35,Gold,0,0.728,0,0.11161234543808204
CUST026497,8,37.14,2.0,37,60,Gold,1,0.588,0,0.027867648311283584
CUST026498,7,34.04,2.0,31,12,Platinum,0,0.785,0,0.025608233305672985
CUST026499,6,27.95,5.0,40,25,Silver,0,0.7,0,0.21734506943462295
CUST026500,13,28.72,3.0,70,25,Silver,1,0.763,0,0.2277553617145699
CUST026501,9,20.23,3.0,26,41,Gold,1,0.931,0,0.010384136346317427
CUST026502,10,33.57,5.0,51,3,Silver,0,0.716,0,0.14609806897214125
CUST026503,2,8.0,6.0,10,23,Bronze,1,0.724,0,0.5841131237905934
CUST026504,4,22.38,7.0,68,22,Bronze,0,0.547,1,0.9321229007848538
CUST026505,4,20.95,3.0,68,6,Silver,2,0.661,1,0.7339626651905669
CUST026506,5,33.54,1.0,41,62,Gold,1,0.55,0,0.03179780884083125
CUST026507,8,35.29,5.0,49,27,Silver,0,0.875,0,0.16152437458324803
CUST026508,4,10.98,5.0,30,41,Bronze,0,0.706,0,0.4434452514568188
CUST026509,10,32.32,5.0,31,35,Silver,0,0.711,0,0.04047026305518742
CUST026510,9,37.34,2.0,69,61,Gold,0,0.695,0,0.05285114085764798
CUST026511,6,21.2,4.0,13,39,Gold,0,0.704,0,0.015064269848691804
CUST026512,7,24.3,4.0,64,55,Silver,0,0.706,0,0.3266380277142686
CUST026513,4,18.74,5.0,66,1,Bronze,0,0.751,1,0.8700125200931849
CUST026514,8,32.19,,33,39,Bronze,0,0.884,0,0.06089765504589402
CUST026515,7,34.09,2.0,67,7,Gold,0,0.453,0,0.15309379211891264
CUST026516,5,16.73,8.0,68,17,Bronze,1,0.88,1,0.8710373089011366
CUST026517,5,36.83,1.0,55,28,Gold,0,0.965,0,0.06237826830572059
CUST026518,8,23.59,5.0,17,13,Bronze,0,0.747,0,0.09303588849050182
CUST026519,7,44.5,4.0,46,23,Platinum,1,0.396,0,0.20305954694006173
CUST026520,1,38.15,5.0,48,38,Bronze,1,0.585,1,0.791998919807833
CUST026521,4,20.83,5.0,51,16,Silver,0,0.755,0,0.6990898399326035
CUST026522,5,30.47,5.0,65,20,Silver,0,0.731,1,0.6301497523545876
CUST026523,12,41.64,2.0,66,17,Gold,1,0.718,0,0.09123042381073071
CUST026524,8,30.01,5.0,60,61,Gold,1,0.631,0,0.13685157768938083
CUST026525,7,32.86,3.0,15,13,Bronze,1,0.836,0,0.1024765359582834
CUST026526,3,8.0,8.0,77,15,Bronze,1,0.328,1,0.9422643040653239
CUST026527,10,24.37,5.0,54,24,Bronze,0,0.925,0,0.2570647666145673
CUST026528,10,27.44,3.0,42,35,Silver,1,0.631,0,0.10800291080397241
CUST026529,5,40.28,6.0,42,32,Silver,0,0.527,0,0.3126414916200086
CUST026530,9,8.74,8.0,40,35,Bronze,0,1.0,0,0.2134799370034152
CUST026531,4,38.75,1.0,8,61,Gold,1,0.527,0,0.03372345885732379
CUST026532,2,33.23,6.0,18,41,Bronze,0,0.914,0,0.24635659114170985
CUST026533,7,43.31,7.0,47,43,Bronze,0,0.559,0,0.4187426990660099
CUST026534,6,31.43,4.0,53,9,Bronze,0,0.454,1,0.7320484294605354
CUST026535,4,24.11,2.0,74,55,Silver,0,0.598,1,0.4751935050906213
CUST026536,5,28.25,5.0,21,32,Bronze,1,0.774,0,0.20431903013387653
CUST026537,4,30.4,3.0,5,39,Gold,0,0.586,0,0.019572895194771255
CUST026538,6,39.65,3.0,63,48,Silver,0,0.681,0,0.16409820353035584
CUST026539,7,16.75,4.0,51,9,Silver,1,0.476,0,0.4904997773641322
CUST026540,2,22.23,5.0,23,8,Bronze,0,0.766,0,0.5361683363159723
CUST026541,5,27.01,1.0,34,21,Gold,0,0.726,0,0.09407574356483628
CUST026542,5,28.91,3.0,58,37,Gold,0,0.711,0,0.255156815038377
CUST026543,7,26.27,4.0,17,20,Silver,0,0.604,0,0.060281111995917194
CUST026544,6,30.4,5.0,41,7,Bronze,0,0.86,0,0.3516625553294928
CUST026545,4,37.53,4.0,44,30,Bronze,1,0.658,0,0.5031208193838537
CUST026546,7,20.05,7.0,7,52,Bronze,0,0.923,0,0.08987366383373252
CUST026547,8,14.51,8.0,73,34,Bronze,1,0.665,1,0.745010141356061
CUST026548,6,21.53,4.0,31,39,Silver,0,0.675,0,0.056376075408512014
CUST026549,9,35.57,6.0,63,4,Bronze,0,0.69,1,0.6316282621681145
CUST026550,11,32.49,4.0,6,27,Gold,1,0.756,0,0.009080421379658874
CUST026551,7,23.99,2.0,12,45,Silver,0,0.829,0,0.01887828843370454
CUST026552,7,20.78,3.0,41,4,Silver,0,0.602,0,0.1567698240969973
CUST026553,10,34.55,3.0,2,17,Gold,0,1.0,0,0.010897543454075603
CUST026554,0,22.69,6.0,72,38,Bronze,0,0.723,1,0.9170649078643229
CUST026555,0,8.0,7.0,46,16,Bronze,1,0.609,1,0.8622363404470074
CUST026556,3,31.63,2.0,27,48,Silver,1,0.859,0,0.1655619053651758
CUST026557,5,31.05,4.0,24,47,Silver,0,,0,0.09679655179465253
CUST026558,6,24.59,1.0,19,32,Gold,0,0.589,0,0.04248084920450766
CUST026559,4,19.43,2.0,45,24,Gold,0,0.702,0,0.10455656950698983
CUST026560,5,32.43,6.0,62,4,Silver,0,0.593,0,0.6460722208645436
CUST026561,7,30.43,1.0,39,26,Platinum,0,1.0,0,0.028630405207225547
CUST026562,9,18.38,6.0,7,22,Bronze,1,0.785,0,0.13576927360537797
CUST026563,1,22.76,6.0,35,29,Bronze,0,0.316,1,0.8073947512129462
CUST026564,5,12.22,5.0,10,15,Bronze,0,0.675,0,0.3429675359346922
CUST026565,6,39.27,5.0,35,47,Silver,1,0.942,0,0.07916232171873581
CUST026566,8,22.55,3.0,38,23,Bronze,0,1.0,0,0.07590525234450461
CUST026567,5,18.1,7.0,62,11,Bronze,0,0.901,1,0.8823215810362371
CUST026568,7,32.83,3.0,26,12,Platinum,1,0.709,0,0.06304046666782376
CUST026569,3,17.89,6.0,12,55,Bronze,0,0.722,0,0.34441229010463087
CUST026570,9,16.49,8.0,40,8,Bronze,0,0.693,0,0.49480622051574796
CUST026571,2,39.97,5.0,9,1,Bronze,0,0.202,0,0.43227796904843213
CUST026572,6,20.15,6.0,78,48,Bronze,1,0.544,1,0.8334416526030297
CUST026573,7,17.85,5.0,20,16,Bronze,0,0.626,0,0.16242720620275009
CUST026574,6,28.15,,69,39,Bronze,0,0.74,0,0.475247894956427
CUST026575,3,19.24,3.0,64,44,Bronze,1,0.369,1,0.8924765168101123
CUST026576,2,33.83,1.0,50,19,Gold,0,0.648,0,0.32462177309198614
CUST026577,4,8.0,4.0,57,32,Bronze,1,0.266,0,0.6919200838075805
CUST026578,9,26.49,4.0,48,19,Silver,0,1.0,0,0.06669282654051892
CUST026579,7,33.98,5.0,8,24,Silver,0,0.996,0,0.02254804566905349
CUST026580,12,10.34,4.0,33,20,Gold,0,1.0,0,0.03987453958266476
CUST026581,9,28.47,0.0,37,44,Gold,0,0.641,0,0.03493752342637962
CUST026582,6,34.61,3.0,49,48,Silver,0,0.962,0,0.08643171448384822
CUST026583,6,30.54,6.0,9,54,Bronze,2,0.729,0,0.09629052153537936
CUST026584,9,30.97,9.0,34,24,Bronze,0,0.927,1,0.26360060207678243
CUST026585,6,20.33,5.0,9,12,Bronze,0,0.727,0,0.15399294994959634
CUST026586,4,24.53,0.0,27,60,Gold,0,0.925,0,0.05865886355687417
CUST026587,4,27.42,5.0,44,15,Silver,0,0.622,0,0.5227412172785
CUST026588,8,26.86,6.0,76,14,Bronze,0,0.881,0,0.7198266936813289
CUST026589,9,13.75,5.0,56,1,Bronze,0,0.66,1,0.43424671226667416
CUST026590,7,26.71,3.0,13,59,Gold,0,0.856,0,0.015559054108856519
CUST026591,4,24.41,5.0,33,37,Silver,1,0.891,0,0.18398024939444046
CUST026592,5,33.8,6.0,33,6,Bronze,0,0.56,1,0.5569553713393243
CUST026593,8,44.12,3.0,21,7,Gold,0,0.942,0,0.016435583571137866
CUST026594,2,24.85,6.0,26,55,Silver,1,0.765,1,0.4932544741162674
CUST026595,7,29.59,6.0,49,17,Silver,0,0.685,0,0.4709146694751228
CUST026596,2,24.15,5.0,66,19,Silver,0,0.639,1,0.8326060405610378
CUST026597,9,20.95,,15,44,Silver,0,0.892,0,0.019708171136963593
CUST026598,3,26.44,6.0,25,21,Bronze,0,0.597,1,0.7288057668417381
CUST026599,7,45.65,0.0,56,24,Platinum,0,0.621,0,0.023992510098171806
CUST026600,5,21.19,2.0,1,34,Gold,0,0.81,0,0.02812144088855117
CUST026601,5,29.66,4.0,18,26,Silver,1,0.832,0,0.1316477161256217
CUST026602,4,35.61,5.0,25,47,Silver,0,0.561,0,0.26875796086301973
CUST026603,8,48.14,0.0,10,12,Platinum,1,0.859,1,0.24426317538834955
CUST026604,7,40.93,6.0,51,3,Bronze,0,0.819,0,0.4578925926693157
CUST026605,5,12.56,5.0,28,47,Bronze,0,0.767,0,0.2927553350492068
CUST026606,8,41.8,4.0,53,43,Gold,0,1.0,0,0.051020088758422205
CUST026607,1,30.12,4.0,34,24,Bronze,0,0.746,0,0.4778939052133847
CUST026608,5,13.23,4.0,60,42,Silver,0,0.857,0,0.5199456726235485
CUST026609,4,23.3,3.0,8,52,Silver,1,0.61,0,0.08700884195589807
CUST026610,7,38.64,6.0,9,25,Bronze,1,0.989,0,0.062423423793278504
CUST026611,3,15.17,4.0,56,46,Bronze,0,0.819,1,0.6268676251280506
CUST026612,4,25.25,2.0,64,11,Gold,1,0.748,0,0.34511003905598947
CUST026613,3,32.51,7.0,40,56,Bronze,1,0.742,1,0.6978112516046655
CUST026614,5,13.45,5.0,9,49,Bronze,1,0.536,0,0.18917358008278007
CUST026615,7,27.74,4.0,25,14,Bronze,0,0.761,0,0.10929234075035403
CUST026616,7,31.74,3.0,49,11,Bronze,0,0.962,0,0.25680511897473757
CUST026617,7,40.94,5.0,53,7,Silver,0,0.827,0,0.2992806220955239
CUST026618,7,38.84,3.0,33,65,Platinum,1,0.864,0,0.03258648433070863
CUST026619,8,41.15,3.0,72,7,Silver,0,0.816,0,0.20441502484884613
CUST026620,6,26.63,6.0,35,23,Silver,1,0.944,0,0.21843031631773155
CUST026621,5,13.12,6.0,57,45,Bronze,1,0.923,1,0.7733954853267333
CUST026622,7,46.2,0.0,56,60,Platinum,0,0.714,0,0.019994746484320956
CUST026623,11,35.45,4.0,10,33,Gold,0,0.951,0,0.013342173155445966
CUST026624,3,35.78,3.0,14,42,Gold,2,0.758,0,0.047877959848263846
CUST026625,5,30.42,5.0,37,10,Bronze,0,0.656,0,0.5325447473420494
CUST026626,2,27.76,8.0,38,41,Bronze,2,0.769,1,0.7822970637471139
CUST026627,5,28.44,5.0,69,25,Bronze,0,0.873,0,0.7287451200264425
CUST026628,3,19.91,5.0,61,28,Bronze,1,0.553,1,0.9240375236703565
CUST026629,4,8.0,7.0,40,47,Bronze,0,0.401,0,0.6623171286379254
CUST026630,9,23.82,1.0,45,30,Gold,1,0.675,0,0.09450432152527291
CUST026631,3,15.86,,40,50,Bronze,2,,1,0.5408919144072587
CUST026632,9,29.61,5.0,44,48,Bronze,2,0.837,0,0.12833430793324235
CUST026633,8,29.28,3.0,47,36,Gold,0,0.941,0,0.0753911645127832
CUST026634,5,28.86,0.0,56,23,Platinum,1,0.546,0,0.15258996612732564
CUST026635,11,16.41,7.0,77,50,Bronze,0,0.497,0,0.374861511384517
CUST026636,4,31.02,4.0,73,29,Bronze,0,0.58,1,0.8244473690857123
CUST026637,8,35.35,0.0,45,37,Gold,0,0.992,0,0.03567526664121817
CUST026638,6,37.42,4.0,61,11,Platinum,0,0.981,0,0.18229099925459075
CUST026639,11,27.34,7.0,68,61,Silver,0,1.0,0,0.11274286760507239
CUST026640,8,14.54,6.0,28,34,Bronze,1,0.428,0,0.30657929392761446
CUST026641,6,35.33,4.0,26,4,Silver,0,0.487,0,0.07747214776359795
CUST026642,11,32.74,2.0,63,30,Gold,0,0.903,0,0.027112655757019453
CUST026643,3,22.19,2.0,20,37,Bronze,2,0.717,0,0.1876732752870865
CUST026644,5,23.04,4.0,13,47,Bronze,0,0.362,0,0.17671587834659178
